diyogon 36347 Sun Aug 28 17:38:11 2016

Avatar 0:(4,34) Moving north.
0:(4,33) 1:(17,21) 2:(3,30) Avatar 1:(17,21) Moving north.
0:(34,31) 1:(24,34) 2:(24,34) Avatar 2:(24,34) Moving north.
0:(34,31) 1:(24,34) 2:(24,33) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,34) 2:(24,33) Avatar 1:(24,34) Moving north.
0:(34,31) 1:(24,33) 2:(24,33) Avatar 2:(24,33) Moving north.
0:(34,31) 1:(24,33) 2:(24,32) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,33) 2:(24,32) Avatar 1:(24,33) Moving north.
0:(34,31) 1:(24,32) 2:(24,32) Avatar 2:(24,32) Moving east.
0:(34,31) 1:(24,32) 2:(25,32) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,32) 2:(25,32) Avatar 1:(24,32) Moving east.
0:(34,31) 1:(25,32) 2:(25,32) Avatar 2:(25,32) Moving north.
0:(34,31) 1:(25,32) 2:(25,31) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,32) 2:(25,31) Avatar 1:(25,32) Moving north.
0:(34,31) 1:(25,31) 2:(25,31) Avatar 2:(25,31) Moving west.
0:(34,31) 1:(25,31) 2:(24,31) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,31) 2:(24,31) Avatar 1:(25,31) Moving west.
0:(34,31) 1:(24,31) 2:(24,31) Avatar 2:(24,31) Moving north.
0:(34,31) 1:(24,31) 2:(24,30) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,31) 2:(24,30) Avatar 1:(24,31) Moving north.
0:(34,31) 1:(24,30) 2:(24,30) Avatar 2:(24,30) Moving east.
0:(34,31) 1:(24,30) 2:(25,30) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,30) 2:(25,30) Avatar 1:(24,30) Moving east.
0:(34,31) 1:(25,30) 2:(25,30) Avatar 2:(25,30) Moving east.
0:(34,31) 1:(25,30) 2:(26,30) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,30) 2:(26,30) Avatar 1:(25,30) Moving east.
0:(34,31) 1:(26,30) 2:(26,30) Avatar 2:(26,30) Moving north.
0:(34,31) 1:(26,30) 2:(26,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,30) 2:(26,29) Avatar 1:(26,30) Moving north.
0:(34,31) 1:(26,29) 2:(26,29) Avatar 2:(26,29) Moving west.
0:(34,31) 1:(26,29) 2:(25,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,29) 2:(25,29) Avatar 1:(26,29) Moving west.
0:(34,31) 1:(25,29) 2:(25,29) Avatar 2:(25,29) Moving west.
0:(34,31) 1:(25,29) 2:(24,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,29) 2:(24,29) Avatar 1:(25,29) Moving west.
0:(34,31) 1:(24,29) 2:(24,29) Avatar 2:(24,29) Moving west.
0:(34,31) 1:(24,29) 2:(23,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,29) 2:(23,29) Avatar 1:(24,29) Moving west.
0:(34,31) 1:(23,29) 2:(23,29) Avatar 2:(23,29) Moving west.
0:(34,31) 1:(23,29) 2:(22,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(23,29) 2:(22,29) Avatar 1:(23,29) Moving west.
0:(34,31) 1:(22,29) 2:(22,29) Avatar 2:(22,29) Moving north.
0:(34,31) 1:(22,29) 2:(22,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(22,29) 2:(22,28) Avatar 1:(22,29) Moving north.
0:(34,31) 1:(22,28) 2:(22,28) Avatar 2:(22,28) Moving west.
0:(34,31) 1:(22,28) 2:(21,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(22,28) 2:(21,28) Avatar 1:(22,28) Moving west.
0:(34,31) 1:(21,28) 2:(21,28) Avatar 2:(21,28) Moving south.
0:(34,31) 1:(21,28) 2:(21,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(21,28) 2:(21,29) Avatar 1:(21,28) Moving south.
0:(34,31) 1:(21,29) 2:(21,29) Avatar 2:(21,29) Moving west.
0:(34,31) 1:(21,29) 2:(20,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(21,29) 2:(20,29) Avatar 1:(21,29) Moving west.
0:(34,31) 1:(20,29) 2:(20,29) Avatar 2:(20,29) Moving north.
0:(34,31) 1:(20,29) 2:(20,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(20,29) 2:(20,28) Avatar 1:(20,29) Moving north.
0:(34,31) 1:(20,28) 2:(20,28) Avatar 2:(20,28) Moving north.
0:(34,31) 1:(20,28) 2:(20,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(20,28) 2:(20,27) Avatar 1:(20,28) Moving north.
0:(34,31) 1:(20,27) 2:(20,27) Avatar 2:(20,27) Moving west.
0:(34,31) 1:(20,27) 2:(19,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(20,27) 2:(19,27) Avatar 1:(20,27) Moving west.
0:(34,31) 1:(19,27) 2:(19,27) Avatar 2:(19,27) Moving north.
0:(34,31) 1:(19,27) 2:(19,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(19,27) 2:(19,26) Avatar 1:(19,27) Moving north.
0:(34,31) 1:(19,26) 2:(19,26) Avatar 2:(19,26) Moving east.
0:(34,31) 1:(19,26) 2:(20,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(19,26) 2:(20,26) Avatar 1:(19,26) Moving east.
0:(34,31) 1:(20,26) 2:(20,26) Avatar 2:(20,26) Moving east.
0:(34,31) 1:(20,26) 2:(21,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(20,26) 2:(21,26) Avatar 1:(20,26) Moving east.
0:(34,31) 1:(21,26) 2:(21,26) Avatar 2:(21,26) Moving south.
0:(34,31) 1:(21,26) 2:(21,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(21,26) 2:(21,27) Avatar 1:(21,26) Moving south.
0:(34,31) 1:(21,27) 2:(21,27) Avatar 2:(21,27) Moving east.
0:(34,31) 1:(21,27) 2:(22,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(21,27) 2:(22,27) Avatar 1:(21,27) Moving east.
0:(34,31) 1:(22,27) 2:(22,27) Avatar 2:(22,27) Moving east.
0:(34,31) 1:(22,27) 2:(23,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(22,27) 2:(23,27) Avatar 1:(22,27) Moving east.
0:(34,31) 1:(23,27) 2:(23,27) Avatar 2:(23,27) Moving south.
0:(34,31) 1:(23,27) 2:(23,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(23,27) 2:(23,28) Avatar 1:(23,27) Moving south.
0:(34,31) 1:(23,28) 2:(23,28) Avatar 2:(23,28) Moving east.
0:(34,31) 1:(23,28) 2:(24,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(23,28) 2:(24,28) Avatar 1:(23,28) Moving east.
0:(34,31) 1:(24,28) 2:(24,28) Avatar 2:(24,28) Moving east.
0:(34,31) 1:(24,28) 2:(25,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,28) 2:(25,28) Avatar 1:(24,28) Moving east.
0:(34,31) 1:(25,28) 2:(25,28) Avatar 2:(25,28) Moving east.
0:(34,31) 1:(25,28) 2:(26,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,28) 2:(26,28) Avatar 1:(25,28) Moving east.
0:(34,31) 1:(26,28) 2:(26,28) Avatar 2:(26,28) Moving east.
0:(34,31) 1:(26,28) 2:(27,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,28) 2:(27,28) Avatar 1:(26,28) Moving east.
0:(34,31) 1:(27,28) 2:(27,28) Avatar 2:(27,28) Moving south.
0:(34,31) 1:(27,28) 2:(27,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(27,28) 2:(27,29) Avatar 1:(27,28) Moving south.
0:(34,31) 1:(27,29) 2:(27,29) Avatar 2:(27,29) Moving south.
0:(34,31) 1:(27,29) 2:(27,30) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(27,29) 2:(27,30) Avatar 1:(27,29) Moving south.
0:(34,31) 1:(27,30) 2:(27,30) Avatar 2:(27,30) Moving east.
0:(34,31) 1:(27,30) 2:(28,30) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(27,30) 2:(28,30) Avatar 1:(27,30) Moving east.
0:(34,31) 1:(28,30) 2:(28,30) Avatar 2:(28,30) Moving east.
0:(34,31) 1:(28,30) 2:(29,30) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(28,30) 2:(29,30) Avatar 1:(28,30) Moving east.
0:(34,31) 1:(29,30) 2:(29,30) Avatar 2:(29,30) Moving north.
0:(34,31) 1:(29,30) 2:(29,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,30) 2:(29,29) Avatar 1:(29,30) Moving north.
0:(34,31) 1:(29,29) 2:(29,29) Avatar 2:(29,29) Moving north.
0:(34,31) 1:(29,29) 2:(29,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,29) 2:(29,28) Avatar 1:(29,29) Moving north.
0:(34,31) 1:(29,28) 2:(29,28) Avatar 2:(29,28) Moving north.
0:(34,31) 1:(29,28) 2:(29,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,28) 2:(29,27) Avatar 1:(29,28) Moving north.
0:(34,31) 1:(29,27) 2:(29,27) Avatar 2:(29,27) Moving west.
0:(34,31) 1:(29,27) 2:(28,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,27) 2:(28,27) Avatar 1:(29,27) Moving west.
0:(34,31) 1:(28,27) 2:(28,27) Avatar 2:(28,27) Moving north.
0:(34,31) 1:(28,27) 2:(28,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(28,27) 2:(28,26) Avatar 1:(28,27) Moving north.
0:(34,31) 1:(28,26) 2:(28,26) Avatar 2:(28,26) Moving west.
0:(34,31) 1:(28,26) 2:(27,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(28,26) 2:(27,26) Avatar 1:(28,26) Moving west.
0:(34,31) 1:(27,26) 2:(27,26) Avatar 2:(27,26) Moving south.
0:(34,31) 1:(27,26) 2:(27,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(27,26) 2:(27,27) Avatar 1:(27,26) Moving south.
0:(34,31) 1:(27,27) 2:(27,27) Avatar 2:(27,27) Moving west.
0:(34,31) 1:(27,27) 2:(26,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(27,27) 2:(26,27) Avatar 1:(27,27) Moving west.
0:(34,31) 1:(26,27) 2:(26,27) Avatar 2:(26,27) Moving west.
0:(34,31) 1:(26,27) 2:(25,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,27) 2:(25,27) Avatar 1:(26,27) Moving west.
0:(34,31) 1:(25,27) 2:(25,27) Avatar 2:(25,27) Moving north.
0:(34,31) 1:(25,27) 2:(25,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,27) 2:(25,26) Avatar 1:(25,27) Moving north.
0:(34,31) 1:(25,26) 2:(25,26) Avatar 2:(25,26) Moving east.
0:(34,31) 1:(25,26) 2:(26,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,26) 2:(26,26) Avatar 1:(25,26) Moving east.
0:(34,31) 1:(26,26) 2:(26,26) Avatar 2:(26,26) Moving north.
0:(34,31) 1:(26,26) 2:(26,25) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,26) 2:(26,25) Avatar 1:(26,26) Moving north.
0:(34,31) 1:(26,25) 2:(26,25) Avatar 2:(26,25) Moving west.
0:(34,31) 1:(26,25) 2:(25,25) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,25) 2:(25,25) Avatar 1:(26,25) Moving west.
0:(34,31) 1:(25,25) 2:(25,25) Avatar 2:(25,25) Moving west.
0:(34,31) 1:(25,25) 2:(24,25) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,25) 2:(24,25) Avatar 1:(25,25) Moving west.
0:(34,31) 1:(24,25) 2:(24,25) Avatar 2:(24,25) Moving north.
0:(34,31) 1:(24,25) 2:(24,24) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,25) 2:(24,24) Avatar 1:(24,25) Moving north.
0:(34,31) 1:(24,24) 2:(24,24) Avatar 2:(24,24) Moving east.
0:(34,31) 1:(24,24) 2:(25,24) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,24) 2:(25,24) Avatar 1:(24,24) Moving east.
0:(34,31) 1:(25,24) 2:(25,24) Avatar 2:(25,24) Moving east.
0:(34,31) 1:(25,24) 2:(26,24) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,24) 2:(26,24) Avatar 1:(25,24) Moving east.
0:(34,31) 1:(26,24) 2:(26,24) Avatar 2:(26,24) Moving north.
0:(34,31) 1:(26,24) 2:(26,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,24) 2:(26,23) Avatar 1:(26,24) Moving north.
0:(34,31) 1:(26,23) 2:(26,23) Avatar 2:(26,23) Moving north.
0:(34,31) 1:(26,23) 2:(26,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,23) 2:(26,22) Avatar 1:(26,23) Moving north.
0:(34,31) 1:(26,22) 2:(26,22) Avatar 2:(26,22) Moving west.
0:(34,31) 1:(26,22) 2:(25,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,22) 2:(25,22) Avatar 1:(26,22) Moving west.
0:(34,31) 1:(25,22) 2:(25,22) Avatar 2:(25,22) Moving west.
0:(34,31) 1:(25,22) 2:(24,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,22) 2:(24,22) Avatar 1:(25,22) Moving west.
0:(34,31) 1:(24,22) 2:(24,22) Avatar 2:(24,22) Moving south.
0:(34,31) 1:(24,22) 2:(24,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,22) 2:(24,23) Avatar 1:(24,22) Moving south.
0:(34,31) 1:(24,23) 2:(24,23) Avatar 2:(24,23) Moving west.
0:(34,31) 1:(24,23) 2:(23,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,23) 2:(23,23) Avatar 1:(24,23) Moving west.
0:(34,31) 1:(23,23) 2:(23,23) Avatar 2:(23,23) Moving west.
0:(34,31) 1:(23,23) 2:(22,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(23,23) 2:(22,23) Avatar 1:(23,23) Moving west.
0:(34,31) 1:(22,23) 2:(22,23) Avatar 2:(22,23) Moving west.
0:(34,31) 1:(22,23) 2:(21,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(22,23) 2:(21,23) Avatar 1:(22,23) Moving west.
0:(34,31) 1:(21,23) 2:(21,23) Avatar 2:(21,23) Moving north.
0:(34,31) 1:(21,23) 2:(21,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(21,23) 2:(21,22) Avatar 1:(21,23) Moving north.
0:(34,31) 1:(21,22) 2:(21,22) Avatar 2:(21,22) Moving north.
0:(34,31) 1:(21,22) 2:(21,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(21,22) 2:(21,21) Avatar 1:(21,22) Moving north.
0:(34,31) 1:(21,21) 2:(21,21) Avatar 2:(21,21) Moving east.
0:(34,31) 1:(21,21) 2:(22,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(21,21) 2:(22,21) Avatar 1:(21,21) Moving east.
0:(34,31) 1:(22,21) 2:(22,21) Avatar 2:(22,21) Moving south.
0:(34,31) 1:(22,21) 2:(22,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(22,21) 2:(22,22) Avatar 1:(22,21) Moving south.
0:(34,31) 1:(22,22) 2:(22,22) Avatar 2:(22,22) Moving east.
0:(34,31) 1:(22,22) 2:(23,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(22,22) 2:(23,22) Avatar 1:(22,22) Moving east.
0:(34,31) 1:(23,22) 2:(23,22) Avatar 2:(23,22) Moving north.
0:(34,31) 1:(23,22) 2:(23,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(23,22) 2:(23,21) Avatar 1:(23,22) Moving north.
0:(34,31) 1:(23,21) 2:(23,21) Avatar 2:(23,21) Moving east.
0:(34,31) 1:(23,21) 2:(24,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(23,21) 2:(24,21) Avatar 1:(23,21) Moving east.
0:(34,31) 1:(24,21) 2:(24,21) Avatar 2:(24,21) Moving east.
0:(34,31) 1:(24,21) 2:(25,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,21) 2:(25,21) Avatar 1:(24,21) Moving east.
0:(34,31) 1:(25,21) 2:(25,21) Avatar 2:(25,21) Moving north.
0:(34,31) 1:(25,21) 2:(25,20) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,21) 2:(25,20) Avatar 1:(25,21) Moving north.
0:(34,31) 1:(25,20) 2:(25,20) Avatar 2:(25,20) Moving north.
0:(34,31) 1:(25,20) 2:(25,19) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,20) 2:(25,19) Avatar 1:(25,20) Moving north.
0:(34,31) 1:(25,19) 2:(25,19) Avatar 2:(25,19) Moving west.
0:(34,31) 1:(25,19) 2:(24,19) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,19) 2:(24,19) Avatar 1:(25,19) Moving west.
0:(34,31) 1:(24,19) 2:(24,19) Avatar 2:(24,19) Moving north.
0:(34,31) 1:(24,19) 2:(24,18) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,19) 2:(24,18) Avatar 1:(24,19) Moving north.
0:(34,31) 1:(24,18) 2:(24,18) Avatar 2:(24,18) Moving east.
0:(34,31) 1:(24,18) 2:(25,18) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,18) 2:(25,18) Avatar 1:(24,18) Moving east.
0:(34,31) 1:(25,18) 2:(25,18) Avatar 2:(25,18) Moving north.
0:(34,31) 1:(25,18) 2:(25,17) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,18) 2:(25,17) Avatar 1:(25,18) Moving north.
0:(34,31) 1:(25,17) 2:(25,17) Avatar 2:(25,17) Moving east.
0:(34,31) 1:(25,17) 2:(26,17) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(25,17) 2:(26,17) Avatar 1:(25,17) Moving east.
0:(34,31) 1:(26,17) 2:(26,17) Avatar 2:(26,17) Moving south.
0:(34,31) 1:(26,17) 2:(26,18) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,17) 2:(26,18) Avatar 1:(26,17) Moving south.
0:(34,31) 1:(26,18) 2:(26,18) Avatar 2:(26,18) Moving south.
0:(34,31) 1:(26,18) 2:(26,19) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,18) 2:(26,19) Avatar 1:(26,18) Moving south.
0:(34,31) 1:(26,19) 2:(26,19) Avatar 2:(26,19) Moving south.
0:(34,31) 1:(26,19) 2:(26,20) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,19) 2:(26,20) Avatar 1:(26,19) Moving south.
0:(34,31) 1:(26,20) 2:(26,20) Avatar 2:(26,20) Moving south.
0:(34,31) 1:(26,20) 2:(26,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,20) 2:(26,21) Avatar 1:(26,20) Moving south.
0:(34,31) 1:(26,21) 2:(26,21) Avatar 2:(26,21) Moving east.
0:(34,31) 1:(26,21) 2:(27,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(26,21) 2:(27,21) Avatar 1:(26,21) Moving east.
0:(34,31) 1:(27,21) 2:(27,21) Avatar 2:(27,21) Moving east.
0:(34,31) 1:(27,21) 2:(28,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(27,21) 2:(28,21) Avatar 1:(27,21) Moving east.
0:(34,31) 1:(28,21) 2:(28,21) Avatar 2:(28,21) Moving north.
0:(34,31) 1:(28,21) 2:(28,20) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(28,21) 2:(28,20) Avatar 1:(28,21) Moving north.
0:(34,31) 1:(28,20) 2:(28,20) Avatar 2:(28,20) Moving north.
0:(34,31) 1:(28,20) 2:(28,19) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(28,20) 2:(28,19) Avatar 1:(28,20) Moving north.
0:(34,31) 1:(28,19) 2:(28,19) Avatar 2:(28,19) Moving east.
0:(34,31) 1:(28,19) 2:(29,19) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(28,19) 2:(29,19) Avatar 1:(28,19) Moving east.
0:(34,31) 1:(29,19) 2:(29,19) Avatar 2:(29,19) Moving south.
0:(34,31) 1:(29,19) 2:(29,20) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,19) 2:(29,20) Avatar 1:(29,19) Moving south.
0:(34,31) 1:(29,20) 2:(29,20) Avatar 2:(29,20) Moving east.
0:(34,31) 1:(29,20) 2:(30,20) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,20) 2:(30,20) Avatar 1:(29,20) Moving east.
0:(34,31) 1:(30,20) 2:(30,20) Avatar 2:(30,20) Moving east.
0:(34,31) 1:(30,20) 2:(31,20) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,20) 2:(31,20) Avatar 1:(30,20) Moving east.
0:(34,31) 1:(31,20) 2:(31,20) Avatar 2:(31,20) Moving north.
0:(34,31) 1:(31,20) 2:(31,19) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,20) 2:(31,19) Avatar 1:(31,20) Moving north.
0:(34,31) 1:(31,19) 2:(31,19) Avatar 2:(31,19) Moving west.
0:(34,31) 1:(31,19) 2:(30,19) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,19) 2:(30,19) Avatar 1:(31,19) Moving west.
0:(34,31) 1:(30,19) 2:(30,19) Avatar 2:(30,19) Moving north.
0:(34,31) 1:(30,19) 2:(30,18) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,19) 2:(30,18) Avatar 1:(30,19) Moving north.
0:(34,31) 1:(30,18) 2:(30,18) Avatar 2:(30,18) Moving east.
0:(34,31) 1:(30,18) 2:(31,18) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,18) 2:(31,18) Avatar 1:(30,18) Moving east.
0:(34,31) 1:(31,18) 2:(31,18) Avatar 2:(31,18) Moving east.
0:(34,31) 1:(31,18) 2:(32,18) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,18) 2:(32,18) Avatar 1:(31,18) Moving east.
0:(34,31) 1:(32,18) 2:(32,18) Avatar 2:(32,18) Moving east.
0:(34,31) 1:(32,18) 2:(33,18) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(32,18) 2:(33,18) Avatar 1:(32,18) Moving east.
0:(34,31) 1:(33,18) 2:(33,18) Avatar 2:(33,18) Moving south.
0:(34,31) 1:(33,18) 2:(33,19) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(33,18) 2:(33,19) Avatar 1:(33,18) Moving south.
0:(34,31) 1:(33,19) 2:(33,19) Avatar 2:(33,19) Moving east.
0:(34,31) 1:(33,19) 2:(34,19) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(33,19) 2:(34,19) Avatar 1:(33,19) Moving east.
0:(34,31) 1:(34,19) 2:(34,19) Avatar 2:(34,19) Moving south.
0:(34,31) 1:(34,19) 2:(34,20) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(34,19) 2:(34,20) Avatar 1:(34,19) Moving south.
0:(34,31) 1:(34,20) 2:(34,20) Avatar 2:(34,20) Moving south.
0:(34,31) 1:(34,20) 2:(34,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(34,20) 2:(34,21) Avatar 1:(34,20) Moving south.
0:(34,31) 1:(34,21) 2:(34,21) Avatar 2:(34,21) Moving west.
0:(34,31) 1:(34,21) 2:(33,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(34,21) 2:(33,21) Avatar 1:(34,21) Moving west.
0:(34,31) 1:(33,21) 2:(33,21) Avatar 2:(33,21) Moving north.
0:(34,31) 1:(33,21) 2:(33,20) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(33,21) 2:(33,20) Avatar 1:(33,21) Moving north.
0:(34,31) 1:(33,20) 2:(33,20) Avatar 2:(33,20) Moving west.
0:(34,31) 1:(33,20) 2:(32,20) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(33,20) 2:(32,20) Avatar 1:(33,20) Moving west.
0:(34,31) 1:(32,20) 2:(32,20) Avatar 2:(32,20) Moving south.
0:(34,31) 1:(32,20) 2:(32,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(32,20) 2:(32,21) Avatar 1:(32,20) Moving south.
0:(34,31) 1:(32,21) 2:(32,21) Avatar 2:(32,21) Moving south.
0:(34,31) 1:(32,21) 2:(32,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(32,21) 2:(32,22) Avatar 1:(32,21) Moving south.
0:(34,31) 1:(32,22) 2:(32,22) Avatar 2:(32,22) Moving east.
0:(34,31) 1:(32,22) 2:(33,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(32,22) 2:(33,22) Avatar 1:(32,22) Moving east.
0:(34,31) 1:(33,22) 2:(33,22) Avatar 2:(33,22) Moving east.
0:(34,31) 1:(33,22) 2:(34,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(33,22) 2:(34,22) Avatar 1:(33,22) Moving east.
0:(34,31) 1:(34,22) 2:(34,22) Avatar 2:(34,22) Moving east.
0:(34,31) 1:(34,22) 2:(35,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(34,22) 2:(35,22) Avatar 1:(34,22) Moving east.
0:(34,31) 1:(35,22) 2:(35,22) Avatar 2:(35,22) Moving south.
0:(34,31) 1:(35,22) 2:(35,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(35,22) 2:(35,23) Avatar 1:(35,22) Moving south.
0:(34,31) 1:(35,23) 2:(35,23) Avatar 2:(35,23) Moving west.
0:(34,31) 1:(35,23) 2:(34,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(35,23) 2:(34,23) Avatar 1:(35,23) Moving west.
0:(34,31) 1:(34,23) 2:(34,23) Avatar 2:(34,23) Moving south.
0:(34,31) 1:(34,23) 2:(34,24) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(34,23) 2:(34,24) Avatar 1:(34,23) Moving south.
0:(34,31) 1:(34,24) 2:(34,24) Avatar 2:(34,24) Moving south.
0:(34,31) 1:(34,24) 2:(34,25) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(34,24) 2:(34,25) Avatar 1:(34,24) Moving south.
0:(34,31) 1:(34,25) 2:(34,25) Avatar 2:(34,25) Moving south.
0:(34,31) 1:(34,25) 2:(34,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(34,25) 2:(34,26) Avatar 1:(34,25) Moving south.
0:(34,31) 1:(34,26) 2:(34,26) Avatar 2:(34,26) Moving south.
0:(34,31) 1:(34,26) 2:(34,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(34,26) 2:(34,27) Avatar 1:(34,26) Moving south.
0:(34,31) 1:(34,27) 2:(34,27) Avatar 2:(34,27) Moving west.
0:(34,31) 1:(34,27) 2:(33,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(34,27) 2:(33,27) Avatar 1:(34,27) Moving west.
0:(34,31) 1:(33,27) 2:(33,27) Avatar 2:(33,27) Moving north.
0:(34,31) 1:(33,27) 2:(33,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(33,27) 2:(33,26) Avatar 1:(33,27) Moving north.
